"","SYMBOL","gene_id","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","Wildtype_Avg","Pax6cKO_Avg","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000058093","Zfp729b","ENSMUSG00000058093",4865,"zinc finger protein 729b [Source:MGI Symbol;Acc:MGI:2145180]","protein_coding","chromosome",100416706,0.744119547763812,0.564330922304911,-0.391649710994068,1.75496530033984,0.904276753131601,0.366428372205229,0.611979072307588
"ENSMUSG00000016664","Pacsin2","ENSMUSG00000016664",4908,"protein kinase C and casein kinase substrate in neurons 2 [Source:MGI Symbol;Acc:MGI:1345153]","protein_coding","chromosome",23970,17.7548908119092,16.4844059420334,-0.127836457176957,6.40444901013069,0.903468357456892,0.366632862463285,0.612103417581574
"ENSMUSG00000019763","Rmnd1","ENSMUSG00000019763",5894,"required for meiotic nuclear division 1 homolog [Source:MGI Symbol;Acc:MGI:1913334]","protein_coding","chromosome",66084,1.47732399298013,1.73808141649172,0.213972893953217,3.28294272238321,0.903264771475308,0.366684388771626,0.612103417581574
"ENSMUSG00000021040","Slirp","ENSMUSG00000021040",3104,"SRA stem-loop interacting RNA binding protein [Source:MGI Symbol;Acc:MGI:1916394]","protein_coding","chromosome",380773,1.06207404002951,0.782194299660879,-0.447007039215318,1.61727452708726,0.902848780399989,0.366789707978476,0.612103417581574
"ENSMUSG00000113165","Gm47863","ENSMUSG00000113165",2173,"predicted gene, 47863 [Source:MGI Symbol;Acc:MGI:6097080]","lncRNA","chromosome",NA,2.31472947142364,1.88381060724108,-0.302870635084955,2.25495827785762,0.902774321421687,0.366808564143878,0.612103417581574
"ENSMUSG00000031149","Praf2","ENSMUSG00000031149",1339,"PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607]","protein_coding","chromosome",54637,0.523366143419346,0.849482133054268,0.683617746942955,0.164416622683817,0.902499770343631,0.366878104947224,0.612103417581574
"ENSMUSG00000027985","Lef1","ENSMUSG00000027985",8788,"lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]","protein_coding","chromosome",16842,0.1734880814058,0.307310291265865,0.849596292629271,1.19801369497851,0.908351240705469,0.366891643761007,0.612103417581574
"ENSMUSG00000027282","Mtch2","ENSMUSG00000027282",8490,"mitochondrial carrier 2 [Source:MGI Symbol;Acc:MGI:1929260]","protein_coding","chromosome",56428,2.52316098438452,2.86956370042605,0.177374383205167,4.5287940603873,0.902409410344381,0.366900996574878,0.612103417581574
"ENSMUSG00000028826","Maco1","ENSMUSG00000028826",6744,"macoilin 1 [Source:MGI Symbol;Acc:MGI:1913396]","protein_coding","chromosome",66146,7.90629720592675,7.35021169009891,-0.114613533480684,5.69370147558506,0.902386563742112,0.366906784835906,0.612103417581574
"ENSMUSG00000023861","Mpc1","ENSMUSG00000023861",2082,"mitochondrial pyruvate carrier 1 [Source:MGI Symbol;Acc:MGI:1915240]","protein_coding","chromosome",55951,8.88691035218078,7.12973288978465,-0.309030804557143,4.06671322911318,0.908741168992669,0.366946152813907,0.612103417581574
"ENSMUSG00000032492","Pth1r","ENSMUSG00000032492",2925,"parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801]","protein_coding","chromosome",19228,0.919997680538342,1.23993820882004,0.431035471966473,1.75055291740114,0.902074168256704,0.366985945300563,0.612103417581574
"ENSMUSG00000002660","Clpp","ENSMUSG00000002660",1223,"caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]","protein_coding","chromosome",53895,8.48776558308104,7.11565602716928,-0.254153983029336,3.28069550842894,0.902064576407579,0.366988376272676,0.612103417581574
"ENSMUSG00000021596","Mctp1","ENSMUSG00000021596",8193,"multiple C2 domains, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1926021]","protein_coding","chromosome",78771,0.114114451122126,0.201168564152319,0.844294194075498,0.576102112405394,0.901321536419651,0.367249065802267,0.612463048921928
"ENSMUSG00000031722","Hp","ENSMUSG00000031722",1606,"haptoglobin [Source:MGI Symbol;Acc:MGI:96211]","protein_coding","chromosome",15439,0.927674391235654,0.541196799341715,-0.784867050552639,0.453711084992323,0.900866045449669,0.36729232817731,0.612463048921928
"ENSMUSG00000021109","Hif1a","ENSMUSG00000021109",5896,"hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]","protein_coding","chromosome",15251,19.4905114365799,21.7223783473288,0.135697971056748,6.9304774053761,0.900537784417465,0.367375643770325,0.612511816581208
"ENSMUSG00000062580","Timm17a","ENSMUSG00000062580",7893,"translocase of inner mitochondrial membrane 17a [Source:MGI Symbol;Acc:MGI:1343131]","protein_coding","chromosome",21854,1.49674528059858,1.28532411585002,-0.218886641489181,3.48256410517967,0.900321670474337,0.367430511257714,0.612511816581208
"ENSMUSG00000103495","Gm37409","ENSMUSG00000103495",1626,"predicted gene, 37409 [Source:MGI Symbol;Acc:MGI:5610637]","TEC","chromosome",NA,1.18521728840718,0.875328474758504,-0.447181009039497,0.913096539076731,0.900228831070677,0.367454085392592,0.612511816581208
"ENSMUSG00000039844","Rapgef1","ENSMUSG00000039844",7485,"Rap guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:104580]","protein_coding","chromosome",107746,10.99548362107,10.1789270400195,-0.124427325660982,6.31866940629688,0.899527966874508,0.367632126422421,0.612724573451908
"ENSMUSG00000079737","3110001I22Rik","ENSMUSG00000079737",1705,"RIKEN cDNA 3110001I22 gene [Source:MGI Symbol;Acc:MGI:1913848]","protein_coding","chromosome",NA,0.739473218091851,1.09135426281929,0.527146102716372,0.823500987411557,0.899378578729386,0.36767009271604,0.612724573451908
"ENSMUSG00000034563","Ccpg1","ENSMUSG00000034563",7497,"cell cycle progression 1 [Source:MGI Symbol;Acc:MGI:1196419]","protein_coding","chromosome",72278,0.309616858670455,0.208860254103112,-0.582368719561107,1.11627745263407,0.899102278367126,0.367740329012326,0.612767981544571
"ENSMUSG00000040022","Rab11fip2","ENSMUSG00000040022",6080,"RAB11 family interacting protein 2 (class I) [Source:MGI Symbol;Acc:MGI:1922248]","protein_coding","chromosome",74998,2.74954825152356,2.36402040318508,-0.219217243323793,3.98060434113979,0.898072521875575,0.368002277392245,0.613130791853689
"ENSMUSG00000020610","Amz2","ENSMUSG00000020610",5590,"archaelysin family metallopeptidase 2 [Source:MGI Symbol;Acc:MGI:104837]","protein_coding","chromosome",13929,2.91240138421453,2.61950267440492,-0.1645880340099,3.97558166316015,0.897530341407259,0.368140311833178,0.613287086039245
"ENSMUSG00000079575","Rbpj-ps3","ENSMUSG00000079575",1441,"recombination signal binding protein for immunoglobulin kappa J region, pseudogene 3 [Source:MGI Symbol;Acc:MGI:96525]","processed_pseudogene","chromosome",19667,4.27704663675538,5.24659741363005,0.280137980361322,2.82443753305233,0.896973565273218,0.368282144965894,0.613410860810658
"ENSMUSG00000003585","Sec14l2","ENSMUSG00000003585",3505,"SEC14-like lipid binding 2 [Source:MGI Symbol;Acc:MGI:1915065]","protein_coding","chromosome",67815,0.492655414182387,0.284956047664418,-0.790589328084738,0.656344858522113,0.896891406445486,0.368303081207871,0.613410860810658
"ENSMUSG00000026353","Ubxn4","ENSMUSG00000026353",4659,"UBX domain protein 4 [Source:MGI Symbol;Acc:MGI:1915062]","protein_coding","chromosome",67812,16.4696174422255,18.052859544347,0.12116076362855,6.33355602639408,0.896599127180902,0.368377576514353,0.613461252975205
"ENSMUSG00000016150","Tenm1","ENSMUSG00000016150",17747,"teneurin transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1345185]","protein_coding","chromosome",23963,0.0366062253913519,0.0692423421570394,0.954128957033502,0.205825899882578,0.896843146128327,0.368436288549169,0.613485352222781
"ENSMUSG00000107761","2010008C14Rik","ENSMUSG00000107761",593,"RIKEN cDNA 2010008C14 gene [Source:MGI Symbol;Acc:MGI:1917109]","TEC","chromosome",69859,4.96616906001902,6.56876318296674,0.377886576578134,1.86095931214654,0.896034781278723,0.368521480892549,0.613553532901546
"ENSMUSG00000032411","Tfdp2","ENSMUSG00000032411",14029,"transcription factor Dp 2 [Source:MGI Symbol;Acc:MGI:107167]","protein_coding","chromosome",211586,1.82103644548477,2.02378849603006,0.146215544694764,4.76580776135233,0.895861332433615,0.368565726521046,0.613553532973272
"ENSMUSG00000004098","Col5a3","ENSMUSG00000004098",6809,"collagen, type V, alpha 3 [Source:MGI Symbol;Acc:MGI:1858212]","protein_coding","chromosome",53867,0.315616983368058,0.600117392160175,0.970476774080591,1.7209843497197,0.917706703638033,0.368654787525615,0.613580262285544
"ENSMUSG00000032407","U2surp","ENSMUSG00000032407",14642,"U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208]","protein_coding","chromosome",67958,5.01401280235644,4.58258872751766,-0.139909515432204,6.13843819193008,0.895175356190895,0.368740794416334,0.613580262285544
"ENSMUSG00000042388","Dlgap3","ENSMUSG00000042388",4521,"DLG associated protein 3 [Source:MGI Symbol;Acc:MGI:3039563]","protein_coding","chromosome",242667,0.0999710367365213,0.247145180778417,1.27038334624684,-0.0356578619539997,0.902925353489708,0.368745594036914,0.613580262285544
"ENSMUSG00000091900","Gm4353","ENSMUSG00000091900",978,"predicted gene 4353 [Source:MGI Symbol;Acc:MGI:3782538]","processed_pseudogene","chromosome",100043313,1.54357877893589,1.05502709474124,-0.563946036168248,0.571651982649073,0.895104938050531,0.368758773050244,0.613580262285544
"ENSMUSG00000113528","Gm32699","ENSMUSG00000113528",1988,"predicted gene, 32699 [Source:MGI Symbol;Acc:MGI:5591858]","TEC","chromosome",102635331,0.57848550843497,0.390251543736272,-0.586423355980072,0.229919658484376,0.894908777166766,0.36880886248538,0.613589981533866
"ENSMUSG00000040105","Plpp6","ENSMUSG00000040105",2859,"phospholipid phosphatase 6 [Source:MGI Symbol;Acc:MGI:1921661]","protein_coding","chromosome",74411,4.67116810828737,5.61179684171828,0.242981938127951,3.90918682932429,0.894303138727953,0.368963577489491,0.613760928697958
"ENSMUSG00000032103","Pus3","ENSMUSG00000032103",2972,"pseudouridine synthase 3 [Source:MGI Symbol;Acc:MGI:1914299]","protein_coding","chromosome",67049,1.43954385933948,1.13423302193225,-0.351641098589184,2.01000982291294,0.894160092484757,0.369000134315632,0.613760928697958
"ENSMUSG00000088252","Snord13","ENSMUSG00000088252",104,"small nucleolar RNA, C/D box 13 [Source:MGI Symbol;Acc:MGI:3819521]","snoRNA","chromosome",100217422,17.6944398275896,10.8127330617977,-0.681251904508678,0.738958970348479,0.893298574939525,0.369220421086496,0.6139808525733
"ENSMUSG00000028102","Pex11b","ENSMUSG00000028102",2812,"peroxisomal biogenesis factor 11 beta [Source:MGI Symbol;Acc:MGI:1338882]","protein_coding","chromosome",18632,0.971391435416658,0.684329892349999,-0.499234207556867,1.33776447132379,0.8932966720078,0.369220907882653,0.6139808525733
"ENSMUSG00000004843","Chmp2b","ENSMUSG00000004843",1928,"charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]","protein_coding","chromosome",68942,54.4904436256825,51.2386805934173,-0.103947980045891,6.67848228854407,0.892795097005075,0.369349252093361,0.614120632947079
"ENSMUSG00000103088","Pcdhgb6","ENSMUSG00000103088",4684,"protocadherin gamma subfamily B, 6 [Source:MGI Symbol;Acc:MGI:1935197]","protein_coding","chromosome",93703,0.713352329168894,0.909638371172883,0.348187010273065,2.00564839485337,0.892488190673952,0.369427817847821,0.614177622598698
"ENSMUSG00000081519","Gm13331","ENSMUSG00000081519",448,"predicted gene 13331 [Source:MGI Symbol;Acc:MGI:3649454]","processed_pseudogene","chromosome",664822,7.42029418673787,9.58020984214794,0.368211791969446,2.00236866185634,0.890842459451497,0.369849551617057,0.614752664611258
"ENSMUSG00000009640","Dmap1","ENSMUSG00000009640",2636,"DNA methyltransferase 1-associated protein 1 [Source:MGI Symbol;Acc:MGI:1913483]","protein_coding","chromosome",66233,3.59844596893462,3.14031688667977,-0.21597535911012,3.19147913172919,0.890792484597509,0.369862369715997,0.614752664611258
"ENSMUSG00000045282","Tmem86b","ENSMUSG00000045282",1917,"transmembrane protein 86B [Source:MGI Symbol;Acc:MGI:1915505]","protein_coding","chromosome",68255,0.533942405797146,0.767811248503607,0.508908263685923,0.536403748126199,0.890056312324983,0.370051270471074,0.614945536749117
"ENSMUSG00000088609","Gm24187","ENSMUSG00000088609",57,"predicted gene, 24187 [Source:MGI Symbol;Acc:MGI:5453964]","miRNA","chromosome",NA,6391.94866652581,5258.61883719731,-0.278892084714154,8.38020154975652,0.907072361542426,0.37010986078033,0.614945536749117
"ENSMUSG00000033066","Gas7","ENSMUSG00000033066",11342,"growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388]","protein_coding","chromosome",14457,0.587870884509755,0.919168747883934,0.671189241574299,3.11858123779244,0.921048660200089,0.370118380910276,0.614945536749117
"ENSMUSG00000049502","Dtx3l","ENSMUSG00000049502",5725,"deltex 3-like, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2656973]","protein_coding","chromosome",209200,24.5014776977446,27.5399602573554,0.147326499596304,7.22996371613485,0.889486495505111,0.370197586588396,0.614945536749117
"ENSMUSG00000030309","Caprin2","ENSMUSG00000030309",14140,"caprin family member 2 [Source:MGI Symbol;Acc:MGI:2448541]","protein_coding","chromosome",232560,0.267423529897239,0.210112739333881,-0.351969894785134,1.84124099293593,0.889277753634949,0.370251209076457,0.614945536749117
"ENSMUSG00000038168","P3h2","ENSMUSG00000038168",3721,"prolyl 3-hydroxylase 2 [Source:MGI Symbol;Acc:MGI:2146663]","protein_coding","chromosome",210530,19.0515632358499,21.0976885967734,0.127667859449382,6.23228893817137,0.889186302419421,0.370274705214195,0.614945536749117
"ENSMUSG00000042650","Alkbh5","ENSMUSG00000042650",5987,"alkB homolog 5, RNA demethylase [Source:MGI Symbol;Acc:MGI:2144489]","protein_coding","chromosome",268420,18.6167447714023,17.4221462311407,-0.114584468716832,6.76192168484774,0.889131323132012,0.370288831892632,0.614945536749117
"ENSMUSG00000042962","Gm5436","ENSMUSG00000042962",643,"predicted pseudogene 5436 [Source:MGI Symbol;Acc:MGI:3643291]","processed_pseudogene","chromosome",432676,3.25901395336468,4.33224047007716,0.391529277781612,1.40895411951277,0.888386444524907,0.370480306849688,0.615189847333807
"ENSMUSG00000027272","Ubr1","ENSMUSG00000027272",9889,"ubiquitin protein ligase E3 component n-recognin 1 [Source:MGI Symbol;Acc:MGI:1277977]","protein_coding","chromosome",22222,5.32043777879296,4.98845138104441,-0.104867097452663,5.68077611197733,0.88701541341672,0.370833136274315,0.615642943732476
"ENSMUSG00000038010","Ccdc138","ENSMUSG00000038010",5102,"coiled-coil domain containing 138 [Source:MGI Symbol;Acc:MGI:1923388]","protein_coding","chromosome",76138,0.547885155276735,0.422130255387233,-0.391522865656459,1.43047642233743,0.886981137853833,0.370841963582417,0.615642943732476
"ENSMUSG00000031937","Vstm5","ENSMUSG00000031937",1991,"V-set and transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:1916387]","protein_coding","chromosome",69137,1.30107565826243,1.76498227137622,0.447013210093463,1.69641560218252,0.884797511603873,0.371405001151478,0.616503848571647
"ENSMUSG00000062373","Tmem65","ENSMUSG00000062373",6306,"transmembrane protein 65 [Source:MGI Symbol;Acc:MGI:1922118]","protein_coding","chromosome",74868,6.45942624554768,7.1312935993554,0.134245845050641,5.43250640958839,0.883940068770378,0.371626448839001,0.616633224368093
"ENSMUSG00000038446","Cdc40","ENSMUSG00000038446",8196,"cell division cycle 40 [Source:MGI Symbol;Acc:MGI:1918963]","protein_coding","chromosome",71713,3.06873256314266,3.48545009232715,0.160430978534121,4.76725759114781,0.88391247959224,0.371633577543478,0.616633224368093
"ENSMUSG00000031226","Pbdc1","ENSMUSG00000031226",6098,"polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933]","protein_coding","chromosome",67683,1.60743198985397,1.39382597604555,-0.21464941191152,3.22746226864587,0.883888312985043,0.371639822070849,0.616633224368093
"ENSMUSG00000027367","Stard7","ENSMUSG00000027367",5567,"START domain containing 7 [Source:MGI Symbol;Acc:MGI:2139090]","protein_coding","chromosome",99138,7.3006829928662,8.09628861764117,0.138730749603684,5.4300544631693,0.883807082998559,0.371660812668099,0.616633224368093
"ENSMUSG00000025509","Pnpla2","ENSMUSG00000025509",3020,"patatin-like phospholipase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914103]","protein_coding","chromosome",66853,12.9181041900973,14.7969321855654,0.172134814325343,5.40521858237062,0.883079308876516,0.371848957941536,0.616772194110298
"ENSMUSG00000020152","Actr2","ENSMUSG00000020152",5204,"ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]","protein_coding","chromosome",66713,25.9816676490146,28.745368680624,0.125248578266375,7.16247801785115,0.882905506888306,0.371893911212652,0.616772194110298
"ENSMUSG00000114617","Gm48766","ENSMUSG00000114617",4562,"predicted gene, 48766 [Source:MGI Symbol;Acc:MGI:6098453]","TEC","chromosome",NA,0.201505562648529,0.34196200373228,0.767533137455394,0.519189939270197,0.882795622591387,0.371922336721165,0.616772194110298
"ENSMUSG00000032235","Ice2","ENSMUSG00000032235",7736,"interactor of little elongation complex ELL subunit 2 [Source:MGI Symbol;Acc:MGI:2135947]","protein_coding","chromosome",93697,1.24602143158636,1.43801065158099,0.192269571959632,3.40884023288809,0.88259034012192,0.371975449357669,0.616772194110298
"ENSMUSG00000069682","Gm10275","ENSMUSG00000069682",635,"predicted pseudogene 10275 [Source:MGI Symbol;Acc:MGI:3704354]","transcribed_processed_pseudogene","chromosome",19897,28.3466538045372,21.484372693471,-0.390548845158517,3.98853420146354,0.900108153273086,0.371996059310542,0.616772194110298
"ENSMUSG00000038354","Ankrd35","ENSMUSG00000038354",4081,"ankyrin repeat domain 35 [Source:MGI Symbol;Acc:MGI:2442590]","protein_coding","chromosome",213121,29.2929005088868,27.558583270801,-0.0998515742227579,6.86429769392031,0.882451262464153,0.372011439499425,0.616772194110298
"ENSMUSG00000025171","Ubtd1","ENSMUSG00000025171",1687,"ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]","protein_coding","chromosome",226122,11.9313260294708,10.8118393425274,-0.148663382915425,4.27798113680397,0.881733173103266,0.372197350184103,0.616965531311401
"ENSMUSG00000040550","Otud6b","ENSMUSG00000040550",3387,"OTU domain containing 6B [Source:MGI Symbol;Acc:MGI:1919451]","protein_coding","chromosome",72201,7.72500046559314,9.02696207168007,0.218717846124737,4.83178659873178,0.882423501678985,0.372217035764851,0.616965531311401
"ENSMUSG00000037349","Nudt22","ENSMUSG00000037349",1195,"nudix (nucleoside diphosphate linked moiety X)-type motif 22 [Source:MGI Symbol;Acc:MGI:1915573]","protein_coding","chromosome",68323,4.44331452784686,3.63172370015172,-0.312047652842276,2.33737930813391,0.880617237762524,0.372486546184793,0.617338464915085
"ENSMUSG00000052516","Robo2","ENSMUSG00000052516",16983,"roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110]","protein_coding","chromosome",268902,0.242244346036538,0.509246177319493,1.10480344771396,2.71358947882929,0.934228090975489,0.372649843092009,0.617463933736119
"ENSMUSG00000026313","Hdac4","ENSMUSG00000026313",15813,"histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]","protein_coding","chromosome",208727,4.43255125506809,4.95206486441441,0.147227561282223,6.22562382001676,0.879982067721965,0.372651306081891,0.617463933736119
"ENSMUSG00000040865","Ino80d","ENSMUSG00000040865",17713,"INO80 complex subunit D [Source:MGI Symbol;Acc:MGI:3027003]","protein_coding","chromosome",227195,7.1909539886708,8.1988862184502,0.165451860911004,7.10356698140906,0.879522896168966,0.372770482889167,0.617527408365264
"ENSMUSG00000026127","Imp4","ENSMUSG00000026127",8553,"IMP4, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:106572]","protein_coding","chromosome",27993,2.28878915529687,2.05896689097694,-0.171637140487656,4.23620622146455,0.879258363548905,0.372839168357786,0.617527408365264
"ENSMUSG00000054659","Pm20d2","ENSMUSG00000054659",1834,"peptidase M20 domain containing 2 [Source:MGI Symbol;Acc:MGI:2685270]","protein_coding","chromosome",242377,1.45260577367747,1.9231291861891,0.393872519824994,1.72667892466724,0.879202917234343,0.372853567379582,0.617527408365264
"ENSMUSG00000027540","Ptpn1","ENSMUSG00000027540",5533,"protein tyrosine phosphatase, non-receptor type 1 [Source:MGI Symbol;Acc:MGI:97805]","protein_coding","chromosome",19246,21.8233123261017,24.8665093443349,0.164121042040134,7.018203562637,0.879148334937337,0.372867742860197,0.617527408365264
"ENSMUSG00000025410","Dctn2","ENSMUSG00000025410",4795,"dynactin 2 [Source:MGI Symbol;Acc:MGI:107733]","protein_coding","chromosome",69654,15.2899160178349,16.7055720537987,0.12217437455667,6.26474425171743,0.878368441067717,0.373070378717977,0.617720175968091
"ENSMUSG00000085666","Gm9855","ENSMUSG00000085666",1194,"predicted pseudogene 9855 [Source:MGI Symbol;Acc:MGI:3704357]","processed_pseudogene","chromosome",624784,9.87805903877777,8.6427982486644,-0.212528186388992,3.49842247211581,0.878357473725414,0.37307322951848,0.617720175968091
"ENSMUSG00000060376","Bckdha","ENSMUSG00000060376",1899,"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]","protein_coding","chromosome",12039,8.02027213927879,9.47369281693519,0.242979744491139,4.07214183921412,0.877223822586991,0.373368087058435,0.618134582526184
"ENSMUSG00000024097","Srsf7","ENSMUSG00000024097",3550,"serine/arginine-rich splicing factor 7 [Source:MGI Symbol;Acc:MGI:1926232]","protein_coding","chromosome",225027,10.4832460404929,11.8317586421181,0.168986149853259,5.31156719972191,0.8768319881116,0.37347008510732,0.618229637123459
"ENSMUSG00000050705","2310061I04Rik","ENSMUSG00000050705",2414,"RIKEN cDNA 2310061I04 gene [Source:MGI Symbol;Acc:MGI:1916912]","protein_coding","chromosome",69662,3.45623169107286,4.17817593388329,0.245675111797368,3.24622908975951,0.876320135537743,0.373603389774802,0.618376486751872
"ENSMUSG00000004667","Polr2e","ENSMUSG00000004667",2670,"polymerase (RNA) II (DNA directed) polypeptide E [Source:MGI Symbol;Acc:MGI:1913670]","protein_coding","chromosome",66420,7.71963985269625,6.86970390018988,-0.178736813251185,4.29846783107483,0.876073345512074,0.373667688956382,0.618409099266995
"ENSMUSG00000078249","Hmga1b","ENSMUSG00000078249",1626,"high mobility group AT-hook 1B [Source:MGI Symbol;Acc:MGI:96161]","protein_coding","chromosome",111241,0.620071336259238,0.951443023170587,0.586170326912719,0.583451349156193,0.875531993415255,0.37380879382587,0.618568799998012
"ENSMUSG00000039396","Neil3","ENSMUSG00000039396",5555,"nei like 3 (E. coli) [Source:MGI Symbol;Acc:MGI:2384588]","protein_coding","chromosome",234258,0.35852117776124,0.502989996032545,0.452840902159297,1.38827873953392,0.874479545959194,0.374083352725946,0.618949272431773
"ENSMUSG00000006599","Gtf2h1","ENSMUSG00000006599",2984,"general transcription factor II H, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1277216]","protein_coding","chromosome",14884,8.53915185418794,7.74167760806279,-0.155142554699389,4.61780652541515,0.873683266840072,0.37429129040927,0.619219437378353
"ENSMUSG00000040111","Gramd1b","ENSMUSG00000040111",10452,"GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]","protein_coding","chromosome",235283,1.3788554698127,2.44174833604194,0.848267026837162,4.32514513266771,0.942378665375846,0.374380237729076,0.619225874075503
"ENSMUSG00000071866","Ppia","ENSMUSG00000071866",3508,"peptidylprolyl isomerase A [Source:MGI Symbol;Acc:MGI:97749]","protein_coding","chromosome",268373,68.5108644940434,60.2056340066955,-0.187299132342722,7.81515077616633,0.874084006396021,0.374396217449794,0.619225874075503
"ENSMUSG00000000320","Alox12","ENSMUSG00000000320",4085,"arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]","protein_coding","chromosome",11684,7.84402631016319,8.83079220833827,0.167131701095627,5.10155357039202,0.872911950399027,0.374492879784887,0.619225874075503
"ENSMUSG00000020648","Dus4l","ENSMUSG00000020648",1984,"dihydrouridine synthase 4-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919166]","protein_coding","chromosome",71916,0.745598111188822,1.1146032399644,0.595659520092284,1.02380775986667,0.872883092114489,0.374500425372046,0.619225874075503
"ENSMUSG00000028692","Akr1a1","ENSMUSG00000028692",2750,"aldo-keto reductase family 1, member A1 (aldehyde reductase) [Source:MGI Symbol;Acc:MGI:1929955]","protein_coding","chromosome",58810,38.0131633100159,42.0011377722647,0.132150353723852,6.78487319917726,0.872814143647494,0.374518454306717,0.619225874075503
"ENSMUSG00000006641","Slc5a6","ENSMUSG00000006641",3991,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]","protein_coding","chromosome",330064,1.15509408057041,0.938823259998019,-0.307612722526108,2.13291511999723,0.871844499452191,0.374772143127466,0.619571448348661
"ENSMUSG00000022750","Klhl22","ENSMUSG00000022750",5234,"kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995]","protein_coding","chromosome",224023,2.17149510371173,1.81865376264589,-0.255621564424912,3.41559634633352,0.871293894097707,0.37491631675698,0.619615307904001
"ENSMUSG00000035673","Sbno2","ENSMUSG00000035673",10715,"strawberry notch 2 [Source:MGI Symbol;Acc:MGI:2448490]","protein_coding","chromosome",216161,11.6626354781991,14.5063936533469,0.275305436393466,7.1420876085124,0.891653862251074,0.374974431687649,0.619615307904001
"ENSMUSG00000047635","2810006K23Rik","ENSMUSG00000047635",2873,"RIKEN cDNA 2810006K23 gene [Source:MGI Symbol;Acc:MGI:1919900]","protein_coding","chromosome",72650,2.11934382737404,1.50247531424972,-0.484645820190354,2.42014243597827,0.871774628339144,0.37499974751594,0.619615307904001
"ENSMUSG00000054312","Mrps21","ENSMUSG00000054312",739,"mitochondrial ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913542]","protein_coding","chromosome",66292,15.3308195187641,13.0232343847777,-0.245061114779613,3.41663795693174,0.870842787579309,0.375034500978009,0.619615307904001
"ENSMUSG00000108319","Gm44552","ENSMUSG00000108319",1247,"predicted gene 44552 [Source:MGI Symbol;Acc:MGI:5753128]","TEC","chromosome",NA,0.912400248219283,1.48130908528397,0.637232195913629,0.785979802761142,0.87083794445032,0.375035770129349,0.619615307904001
"ENSMUSG00000027011","Ube2e3","ENSMUSG00000027011",4390,"ubiquitin-conjugating enzyme E2E 3 [Source:MGI Symbol;Acc:MGI:107412]","protein_coding","chromosome",22193,4.87631432016244,4.36758807671237,-0.172380261321509,4.35883469487491,0.870719657042819,0.375066769636272,0.619615307904001
"ENSMUSG00000030045","Mrpl19","ENSMUSG00000030045",5450,"mitochondrial ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:1926274]","protein_coding","chromosome",56284,1.16232545304016,1.42054127688119,0.27083512142705,2.85830289562998,0.870270020074255,0.375184641888541,0.619736203581703
"ENSMUSG00000105434","Gm43359","ENSMUSG00000105434",2200,"predicted gene 43359 [Source:MGI Symbol;Acc:MGI:5663496]","TEC","chromosome",NA,1.40461560097314,0.960435775865869,-0.587078512744358,1.49794910619408,0.869854148418641,0.375293713586506,0.619840166589817
"ENSMUSG00000029528","Pxn","ENSMUSG00000029528",8777,"paxillin [Source:MGI Symbol;Acc:MGI:108295]","protein_coding","chromosome",19303,8.22439521076161,7.56958367613578,-0.136974939468415,6.12884596194281,0.869689239073614,0.375336978355426,0.619840166589817
