"","length","gc"
"ENSMUSG00000033624",5028,0.481503579952267
"ENSMUSG00000040481",14081,0.459271358568283
"ENSMUSG00000033105",10787,0.491795679985167
"ENSMUSG00000036510",7740,0.363049095607235
"ENSMUSG00000021377",3185,0.448351648351648
"ENSMUSG00000070031",3328,0.4765625
"ENSMUSG00000020472",4573,0.516291274874262
"ENSMUSG00000005362",6982,0.38627900315096
"ENSMUSG00000042097",4364,0.45852428964253
"ENSMUSG00000017740",7447,0.582516449577011
"ENSMUSG00000039908",3610,0.536842105263158
"ENSMUSG00000030409",4330,0.588683602771363
"ENSMUSG00000047227",1520,0.464473684210526
"ENSMUSG00000021510",9771,0.4244191996725
"ENSMUSG00000101389",836,0.441387559808612
"ENSMUSG00000105827",381,0.553805774278215
"ENSMUSG00000039661",2305,0.572234273318872
"ENSMUSG00000104379",3169,0.411486273272326
"ENSMUSG00000021509",3374,0.542086544161233
"ENSMUSG00000030659",2331,0.428571428571429
"ENSMUSG00000036019",7779,0.442987530530917
"ENSMUSG00000102929",1290,0.435658914728682
"ENSMUSG00000033400",14023,0.412465235684233
"ENSMUSG00000007653",6360,0.413522012578616
"ENSMUSG00000026775",8009,0.374453739543014
"ENSMUSG00000058997",12639,0.461745391249308
"ENSMUSG00000068396",354,0.516949152542373
"ENSMUSG00000103899",3251,0.453091356505691
"ENSMUSG00000039801",13095,0.457808323787705
"ENSMUSG00000033847",3747,0.442487323191887
"ENSMUSG00000047719",2992,0.504679144385027
"ENSMUSG00000054091",1160,0.469827586206897
"ENSMUSG00000039046",8059,0.465814617198164
"ENSMUSG00000095419",408,0.504901960784314
"ENSMUSG00000001348",2030,0.536453201970443
"ENSMUSG00000074698",7089,0.426294258710678
"ENSMUSG00000060427",2893,0.438299343242309
"ENSMUSG00000044763",3002,0.449367088607595
"ENSMUSG00000025268",3239,0.482865081815375
"ENSMUSG00000015829",12867,0.479288101344525
"ENSMUSG00000026427",7374,0.502983455383781
"ENSMUSG00000002565",2999,0.470156718906302
"ENSMUSG00000028608",5633,0.472217290963962
"ENSMUSG00000027281",5905,0.439119390347163
"ENSMUSG00000025810",9785,0.437710781808891
"ENSMUSG00000024064",5898,0.498304510003391
"ENSMUSG00000042529",2750,0.587272727272727
"ENSMUSG00000040699",3707,0.593741570002698
"ENSMUSG00000069266",397,0.594458438287154
"ENSMUSG00000021248",5811,0.458440887971089
"ENSMUSG00000029231",10024,0.489724660814046
"ENSMUSG00000061911",14018,0.447496076473106
"ENSMUSG00000110079",2207,0.401449932034436
"ENSMUSG00000006720",3513,0.455166524338173
"ENSMUSG00000085204",752,0.48936170212766
"ENSMUSG00000006423",7424,0.421470905172414
"ENSMUSG00000031672",4824,0.482587064676617
"ENSMUSG00000030854",5794,0.494822229892993
"ENSMUSG00000034371",4617,0.513536928741607
"ENSMUSG00000020848",4361,0.58037147443247
"ENSMUSG00000084998",2945,0.513752122241087
"ENSMUSG00000002831",6350,0.556377952755906
"ENSMUSG00000070044",5954,0.444071212630165
"ENSMUSG00000014905",2549,0.454295802275402
"ENSMUSG00000027204",12128,0.451764511873351
"ENSMUSG00000100599",1952,0.525614754098361
"ENSMUSG00000038305",8041,0.466608630767318
"ENSMUSG00000002814",4599,0.469667318982387
"ENSMUSG00000029575",3670,0.482288828337875
"ENSMUSG00000037364",5244,0.518688024408848
"ENSMUSG00000047034",1836,0.573529411764706
"ENSMUSG00000028780",7140,0.408823529411765
"ENSMUSG00000022636",7121,0.439264148293779
"ENSMUSG00000023966",1602,0.528714107365793
"ENSMUSG00000052271",3494,0.558672009158558
"ENSMUSG00000022540",2343,0.566367904396073
"ENSMUSG00000074466",1669,0.551827441581786
"ENSMUSG00000035024",7891,0.456722848815106
"ENSMUSG00000052581",6147,0.396616235562063
"ENSMUSG00000097935",1006,0.531809145129225
"ENSMUSG00000110208",411,0.549878345498783
"ENSMUSG00000039452",2891,0.539605672777586
"ENSMUSG00000038489",1650,0.507272727272727
"ENSMUSG00000021730",18120,0.386258278145695
"ENSMUSG00000037656",6216,0.515926640926641
"ENSMUSG00000039196",775,0.490322580645161
"ENSMUSG00000074064",2968,0.591981132075472
"ENSMUSG00000039205",8604,0.548000929800093
"ENSMUSG00000012535",13100,0.394885496183206
"ENSMUSG00000059811",9844,0.44534741974807
"ENSMUSG00000053559",1464,0.580601092896175
"ENSMUSG00000073600",4888,0.59513093289689
"ENSMUSG00000034858",6637,0.470543920445985
"ENSMUSG00000105176",5342,0.390490453013852
"ENSMUSG00000059003",17933,0.48134723693749
"ENSMUSG00000078784",1753,0.412435824301198
"ENSMUSG00000048814",7506,0.487077005062617
"ENSMUSG00000112264",2031,0.454455933037912
"ENSMUSG00000085828",3118,0.54361770365619
"ENSMUSG00000029066",1664,0.528846153846154
"ENSMUSG00000062248",692,0.449421965317919
"ENSMUSG00000049252",23774,0.371119710608227
"ENSMUSG00000051184",1436,0.601671309192201
"ENSMUSG00000114279",524,0.57824427480916
"ENSMUSG00000039632",2514,0.498011137629276
"ENSMUSG00000069379",615,0.543089430894309
"ENSMUSG00000061013",4095,0.495482295482295
"ENSMUSG00000026360",3627,0.439481665288117
"ENSMUSG00000111325",1400,0.422857142857143
"ENSMUSG00000079179",6144,0.4912109375
"ENSMUSG00000023367",3810,0.485564304461942
"ENSMUSG00000117822",1387,0.488103821196828
"ENSMUSG00000019699",5124,0.3467993754879
"ENSMUSG00000055313",3637,0.403354412977729
"ENSMUSG00000018986",3411,0.44092641454119
"ENSMUSG00000117294",3612,0.394241417497231
"ENSMUSG00000039275",5258,0.532521871434005
"ENSMUSG00000004317",11452,0.424903946908837
"ENSMUSG00000117037",1507,0.459190444591904
"ENSMUSG00000016833",1076,0.444237918215613
"ENSMUSG00000026077",4791,0.539135879774577
"ENSMUSG00000026888",7185,0.415727209464161
"ENSMUSG00000028282",6826,0.411514796366833
"ENSMUSG00000064294",7033,0.460400966870468
"ENSMUSG00000042670",955,0.391623036649215
"ENSMUSG00000028703",3713,0.535416105575007
"ENSMUSG00000006191",12799,0.422533010391437
"ENSMUSG00000021215",5217,0.427832087406556
"ENSMUSG00000066191",5358,0.544606196341919
"ENSMUSG00000020390",2126,0.547507055503293
"ENSMUSG00000030619",3828,0.432340647857889
"ENSMUSG00000060703",1354,0.444608567208272
"ENSMUSG00000108368",2499,0.479791916766707
"ENSMUSG00000041449",1434,0.50697350069735
"ENSMUSG00000101609",93092,0.403117346281098
"ENSMUSG00000032534",9598,0.452177536986872
"ENSMUSG00000012429",4503,0.401288030202087
"ENSMUSG00000027282",8490,0.440871613663133
"ENSMUSG00000020923",6552,0.586385836385836
"ENSMUSG00000022332",3662,0.45193883123976
"ENSMUSG00000051435",6141,0.501058459534278
"ENSMUSG00000041460",9478,0.528487022578603
"ENSMUSG00000025876",4168,0.625479846449136
"ENSMUSG00000031059",908,0.504405286343612
"ENSMUSG00000021180",11932,0.434545759302715
"ENSMUSG00000055717",3284,0.528623629719854
"ENSMUSG00000096929",9354,0.447188368612358
"ENSMUSG00000011884",1762,0.54199772985244
"ENSMUSG00000034557",6459,0.427775197398978
"ENSMUSG00000044501",2974,0.353732347007397
"ENSMUSG00000035929",2596,0.543913713405239
"ENSMUSG00000021725",8882,0.408804323350597
"ENSMUSG00000021816",8809,0.366216369621978
"ENSMUSG00000048826",3379,0.560520864160994
"ENSMUSG00000078435",2634,0.380030372057707
"ENSMUSG00000030787",2919,0.439191503939705
"ENSMUSG00000035152",8755,0.483152484294689
"ENSMUSG00000004791",2903,0.531174646916982
"ENSMUSG00000010376",1261,0.515463917525773
"ENSMUSG00000045555",1529,0.5729234793983
"ENSMUSG00000078185",6975,0.444301075268817
"ENSMUSG00000003410",6890,0.539767779390421
"ENSMUSG00000003531",2985,0.568174204355109
"ENSMUSG00000000416",8829,0.427454977913693
"ENSMUSG00000111684",1130,0.536283185840708
"ENSMUSG00000050272",8800,0.436022727272727
"ENSMUSG00000026779",5777,0.414575038947551
"ENSMUSG00000068264",1660,0.563253012048193
"ENSMUSG00000046519",2841,0.436114044350581
"ENSMUSG00000105774",1602,0.441323345817728
"ENSMUSG00000032503",17428,0.446063805370668
"ENSMUSG00000065878",70,0.485714285714286
"ENSMUSG00000097303",968,0.474173553719008
"ENSMUSG00000033972",2784,0.45007183908046
"ENSMUSG00000097032",1668,0.52158273381295
"ENSMUSG00000048481",2655,0.612052730696798
"ENSMUSG00000075416",3194,0.569818409517846
"ENSMUSG00000024430",2505,0.473453093812375
"ENSMUSG00000064350",67,0.343283582089552
"ENSMUSG00000034881",1919,0.625325690463783
"ENSMUSG00000090394",10195,0.452378616969103
"ENSMUSG00000029311",3265,0.413476263399694
"ENSMUSG00000065990",1766,0.567950169875425
"ENSMUSG00000015337",1063,0.64346190028222
"ENSMUSG00000098178",NA,NA
"ENSMUSG00000079451",5015,0.381655034895314
"ENSMUSG00000036964",3736,0.53051391862955
"ENSMUSG00000020253",2710,0.53690036900369
"ENSMUSG00000062393",7158,0.454316848281643
"ENSMUSG00000026471",5981,0.453101488045477
"ENSMUSG00000031979",4778,0.516115529510255
"ENSMUSG00000025860",9469,0.396874009927131
"ENSMUSG00000068663",8368,0.514698852772467
"ENSMUSG00000020691",3399,0.499558693733451
"ENSMUSG00000021065",7902,0.412680334092635
"ENSMUSG00000034614",4272,0.529260299625468
"ENSMUSG00000002076",3589,0.476734466425188
"ENSMUSG00000028383",2795,0.438640429338104
"ENSMUSG00000024206",7311,0.539324305840514
"ENSMUSG00000007617",11976,0.394205076820307
"ENSMUSG00000050627",5077,0.526688989560764
"ENSMUSG00000046207",3622,0.556322473771397
"ENSMUSG00000028559",7006,0.424207821866971
"ENSMUSG00000008435",6595,0.494465504169826
"ENSMUSG00000040751",2621,0.537199542159481
"ENSMUSG00000028328",3946,0.497972630511911
"ENSMUSG00000028785",2922,0.58145106091718
"ENSMUSG00000053420",771,0.461738002594034
"ENSMUSG00000044367",2601,0.549404075355632
"ENSMUSG00000000263",2414,0.500414250207125
"ENSMUSG00000030750",1329,0.498871331828442
"ENSMUSG00000032839",8030,0.4
"ENSMUSG00000029366",3781,0.418672308912986
"ENSMUSG00000033276",6437,0.537672828957589
"ENSMUSG00000042396",4941,0.402752479255212
"ENSMUSG00000036596",2245,0.593763919821826
"ENSMUSG00000039672",1767,0.46066779852858
"ENSMUSG00000046470",1620,0.612962962962963
"ENSMUSG00000044452",8231,0.444903413922974
"ENSMUSG00000015747",3991,0.459533951390629
"ENSMUSG00000115955",3290,0.446504559270517
"ENSMUSG00000071650",5454,0.495232856618995
"ENSMUSG00000007812",5598,0.411039657020364
"ENSMUSG00000016252",1756,0.510820045558087
"ENSMUSG00000053647",2537,0.564052029956642
"ENSMUSG00000032560",11938,0.429552688892612
"ENSMUSG00000051074",1273,0.434406912804399
"ENSMUSG00000033554",8027,0.400772393173041
"ENSMUSG00000061898",4143,0.475500844798455
"ENSMUSG00000050705",2414,0.517812758906379
"ENSMUSG00000117313",1708,0.456674473067916
"ENSMUSG00000049115",2786,0.466618808327351
"ENSMUSG00000093734",255,0.541176470588235
"ENSMUSG00000045746",2472,0.427993527508091
"ENSMUSG00000105981",2696,0.366097922848665
"ENSMUSG00000015942",6200,0.548064516129032
"ENSMUSG00000034145",4089,0.540229885057471
"ENSMUSG00000117814",1945,0.462210796915167
"ENSMUSG00000041408",6623,0.422467159897328
"ENSMUSG00000054874",8757,0.565033687335846
"ENSMUSG00000036309",2211,0.451379466304839
"ENSMUSG00000037075",5110,0.422309197651663
"ENSMUSG00000044229",5911,0.434613432583319
"ENSMUSG00000020962",6241,0.469476045505528
"ENSMUSG00000108954",3977,0.426452099572542
"ENSMUSG00000113234",126,0.658730158730159
"ENSMUSG00000000600",21853,0.361323388093168
"ENSMUSG00000034064",4658,0.457277801631602
"ENSMUSG00000075028",10177,0.529232583276015
"ENSMUSG00000024381",4117,0.561816856934661
"ENSMUSG00000043535",11380,0.442706502636204
"ENSMUSG00000063623",6117,0.477194703285925
"ENSMUSG00000026960",2703,0.400665926748058
"ENSMUSG00000045934",3780,0.513756613756614
"ENSMUSG00000104891",1263,0.368171021377672
"ENSMUSG00000062234",6439,0.459232800124243
"ENSMUSG00000104947",2313,0.46779074794639
"ENSMUSG00000026491",15116,0.424781688277322
"ENSMUSG00000024527",9874,0.464553372493417
"ENSMUSG00000035585",2541,0.567099567099567
"ENSMUSG00000027350",2740,0.539416058394161
"ENSMUSG00000021936",11444,0.419171618315274
"ENSMUSG00000021548",3105,0.392914653784219
"ENSMUSG00000001017",3637,0.451196040692879
"ENSMUSG00000038068",4936,0.488654781199352
"ENSMUSG00000072847",2614,0.4265493496557
"ENSMUSG00000047090",3363,0.525126375260184
"ENSMUSG00000106927",2479,0.465510286405809
"ENSMUSG00000035382",5202,0.541714725105729
"ENSMUSG00000070880",7639,0.476371252781778
"ENSMUSG00000096981",1509,0.573889993373095
"ENSMUSG00000002981",6210,0.500805152979066
"ENSMUSG00000098199",927,0.513484358144552
"ENSMUSG00000036403",7188,0.449081803005008
"ENSMUSG00000055485",7984,0.566758517034068
"ENSMUSG00000051224",4201,0.43180195191621
"ENSMUSG00000071350",4047,0.389918458117124
"ENSMUSG00000071342",2281,0.427882507672074
"ENSMUSG00000100113",741,0.642375168690958
"ENSMUSG00000027634",8388,0.436933714830711
"ENSMUSG00000027896",3879,0.398556328950761
"ENSMUSG00000032112",2444,0.499181669394435
"ENSMUSG00000042302",5825,0.371158798283262
"ENSMUSG00000060181",3526,0.491208167895632
"ENSMUSG00000105510",990,0.392929292929293
"ENSMUSG00000108077",2200,0.405909090909091
"ENSMUSG00000079553",3414,0.527533684827182
"ENSMUSG00000031628",3357,0.447423294608281
"ENSMUSG00000040720",7138,0.44466237041188
"ENSMUSG00000029851",4778,0.424236082042696
"ENSMUSG00000058966",3935,0.574587039390089
"ENSMUSG00000025162",5328,0.484984984984985
"ENSMUSG00000115276",3745,0.36154873164219
"ENSMUSG00000048537",7179,0.547569299345313
"ENSMUSG00000057092",4850,0.511546391752577
"ENSMUSG00000057322",542,0.588560885608856
"ENSMUSG00000022841",4120,0.509466019417476
"ENSMUSG00000029861",4104,0.538011695906433
"ENSMUSG00000039096",4391,0.502391254839444
"ENSMUSG00000104671",1319,0.418498862774829
"ENSMUSG00000024446",1218,0.535303776683087
"ENSMUSG00000042032",5001,0.418316336732653
"ENSMUSG00000028646",3341,0.471415743789285
"ENSMUSG00000025037",4167,0.403647708183345
"ENSMUSG00000042213",4181,0.423582874910309
"ENSMUSG00000020524",6043,0.488499089856032
"ENSMUSG00000034157",4863,0.496812667077935
"ENSMUSG00000057101",4560,0.498026315789474
"ENSMUSG00000054423",15054,0.425069748903946
"ENSMUSG00000036202",10504,0.38452018278751
"ENSMUSG00000021671",6251,0.459126539753639
"ENSMUSG00000108137",929,0.368137782561894
"ENSMUSG00000041777",3159,0.438429882874327
"ENSMUSG00000116665",3755,0.485486018641811
"ENSMUSG00000010751",4217,0.428977946407399
"ENSMUSG00000031928",5927,0.461785051459423
"ENSMUSG00000039194",2954,0.491536899119838
"ENSMUSG00000048307",5221,0.481325416586861
"ENSMUSG00000055333",14528,0.465996696035242
"ENSMUSG00000049409",4230,0.515130023640662
"ENSMUSG00000001627",5858,0.419426425401161
"ENSMUSG00000021732",4601,0.414909802216909
"ENSMUSG00000104449",3060,0.376143790849673
"ENSMUSG00000041406",4148,0.417791706846673
"ENSMUSG00000036523",9580,0.468580375782881
"ENSMUSG00000048915",4032,0.48735119047619
"ENSMUSG00000034071",2636,0.478376327769348
"ENSMUSG00000040414",3749,0.495332088556948
"ENSMUSG00000043683",6801,0.543743567122482
"ENSMUSG00000031516",2853,0.471083070452156
"ENSMUSG00000053453",6561,0.426611796982167
"ENSMUSG00000005958",6641,0.576419213973799
"ENSMUSG00000031732",8449,0.489288673215765
"ENSMUSG00000001569",9232,0.469562391681109
"ENSMUSG00000049670",2353,0.455163620909477
"ENSMUSG00000047514",3086,0.468891769280622
"ENSMUSG00000041763",10078,0.375868227822981
"ENSMUSG00000047260",1415,0.515901060070671
"ENSMUSG00000028690",2224,0.442895683453237
"ENSMUSG00000022575",2377,0.546487168700042
"ENSMUSG00000029009",7315,0.561038961038961
"ENSMUSG00000033767",11726,0.477827050997783
"ENSMUSG00000068391",2353,0.493837654058649
"ENSMUSG00000033191",4917,0.519219035997559
"ENSMUSG00000109536",30942,0.346325382974598
"ENSMUSG00000032356",11063,0.490644490644491
"ENSMUSG00000032717",3092,0.554010349288486
"ENSMUSG00000052125",4610,0.482646420824295
"ENSMUSG00000026878",13589,0.396717933622783
"ENSMUSG00000019876",11800,0.399152542372881
"ENSMUSG00000105366",2199,0.384720327421555
"ENSMUSG00000038094",6230,0.436757624398074
"ENSMUSG00000022021",5569,0.395223558987251
"ENSMUSG00000021096",12829,0.424195182788994
"ENSMUSG00000058290",8749,0.542347696879643
"ENSMUSG00000107614",2250,0.412444444444444
"ENSMUSG00000028923",3095,0.537318255250404
"ENSMUSG00000118219",5271,0.512236767216847
"ENSMUSG00000085675",1340,0.395522388059702
"ENSMUSG00000057948",4679,0.553323359692242
"ENSMUSG00000006058",2677,0.476652969742249
"ENSMUSG00000003929",6790,0.403387334315169
"ENSMUSG00000035653",9540,0.4
"ENSMUSG00000067870",378,0.502645502645503
"ENSMUSG00000029173",6982,0.403322830134632
"ENSMUSG00000074461",2130,0.47981220657277
"ENSMUSG00000066170",2679,0.55692422545726
"ENSMUSG00000044496",2731,0.614426949835225
"ENSMUSG00000022895",5780,0.521626297577855
"ENSMUSG00000037461",7319,0.485312201120372
"ENSMUSG00000018770",2181,0.482806052269601
"ENSMUSG00000014313",3567,0.47771236333053
"ENSMUSG00000021364",3966,0.463691376701967
"ENSMUSG00000020890",9197,0.527563335870393
"ENSMUSG00000026281",2631,0.455340174838464
"ENSMUSG00000102374",2577,0.371362048894063
"ENSMUSG00000054199",8894,0.526984483921745
"ENSMUSG00000023942",4008,0.555888223552894
"ENSMUSG00000039176",10742,0.511729659281326
"ENSMUSG00000076617",1886,0.481442205726405
"ENSMUSG00000074978",1124,0.554270462633452
"ENSMUSG00000018634",2460,0.581707317073171
"ENSMUSG00000022412",8106,0.495312114483099
"ENSMUSG00000031983",3307,0.545509525249471
"ENSMUSG00000036073",2471,0.555645487656819
"ENSMUSG00000002957",5663,0.533109659191241
"ENSMUSG00000054690",5409,0.403216860787576
"ENSMUSG00000085666",1194,0.504187604690117
"ENSMUSG00000006395",2209,0.574920778632866
"ENSMUSG00000034853",6056,0.509081902245707
"ENSMUSG00000097583",4487,0.42389124136394
"ENSMUSG00000041995",2231,0.54011653966831
"ENSMUSG00000042622",2594,0.571703932151118
"ENSMUSG00000047959",1902,0.602523659305994
"ENSMUSG00000018189",2921,0.382403286545704
"ENSMUSG00000044037",5883,0.575046744858066
"ENSMUSG00000032570",9694,0.409015886115123
"ENSMUSG00000060550",4265,0.522157092614302
"ENSMUSG00000022774",2305,0.454229934924078
"ENSMUSG00000003644",4258,0.543682480037576
"ENSMUSG00000038742",1582,0.566371681415929
"ENSMUSG00000045994",4960,0.551411290322581
"ENSMUSG00000032181",2738,0.456902848794741
"ENSMUSG00000028514",12350,0.462591093117409
"ENSMUSG00000056679",5109,0.448228616167548
"ENSMUSG00000024014",3362,0.543129089827484
"ENSMUSG00000018604",6624,0.519021739130435
"ENSMUSG00000033569",18559,0.366345169459561
"ENSMUSG00000010025",5619,0.492258408969568
"ENSMUSG00000110534",2868,0.463040446304045
"ENSMUSG00000037493",1433,0.537334263782275
"ENSMUSG00000029373",721,0.510402219140083
"ENSMUSG00000047250",3884,0.511071060762101
"ENSMUSG00000028532",6020,0.516445182724252
"ENSMUSG00000051177",11115,0.429059829059829
"ENSMUSG00000009108",2995,0.464774624373957
"ENSMUSG00000031860",2217,0.55254848894903
"ENSMUSG00000118346",845,0.52189349112426
"ENSMUSG00000020614",3634,0.488167308750688
"ENSMUSG00000018378",5779,0.598373421007095
"ENSMUSG00000039831",8815,0.407260351673284
"ENSMUSG00000115219",1614,0.511771995043371
"ENSMUSG00000032656",6006,0.454878454878455
"ENSMUSG00000021743",3047,0.553331145388907
"ENSMUSG00000060803",1548,0.566537467700258
"ENSMUSG00000000078",4391,0.424504668640401
"ENSMUSG00000029715",1081,0.568917668825162
"ENSMUSG00000030512",3172,0.459331651954603
"ENSMUSG00000040613",2702,0.412287194670614
"ENSMUSG00000104325",1872,0.409188034188034
"ENSMUSG00000039629",8329,0.442670188498019
"ENSMUSG00000053046",6178,0.570896730333441
"ENSMUSG00000097994",1151,0.477845351867941
"ENSMUSG00000020783",17240,0.456844547563805
"ENSMUSG00000030030",2221,0.606033318325079
"ENSMUSG00000023267",2105,0.532066508313539
"ENSMUSG00000007989",12804,0.407919400187441
"ENSMUSG00000071661",2004,0.540419161676647
"ENSMUSG00000056144",2592,0.442901234567901
"ENSMUSG00000022762",11330,0.351368049426302
"ENSMUSG00000102697",5888,0.498131793478261
"ENSMUSG00000036555",12037,0.519980061477112
"ENSMUSG00000042426",6011,0.4679753784728
"ENSMUSG00000118280",653,0.445635528330781
"ENSMUSG00000116953",3999,0.4896224056014
"ENSMUSG00000031924",4374,0.460219478737997
"ENSMUSG00000041459",7796,0.444715238583889
"ENSMUSG00000024806",1057,0.470198675496689
"ENSMUSG00000022551",2154,0.587743732590529
"ENSMUSG00000032398",1228,0.440553745928339
"ENSMUSG00000053930",7449,0.485031547858773
"ENSMUSG00000071103",3006,0.392880904856953
"ENSMUSG00000032601",6378,0.468171840702415
"ENSMUSG00000022678",3205,0.502340093603744
"ENSMUSG00000027365",11315,0.375961113566063
"ENSMUSG00000024400",11922,0.463009562154001
"ENSMUSG00000018567",1844,0.509761388286334
"ENSMUSG00000059540",2704,0.540310650887574
"ENSMUSG00000078427",1360,0.448529411764706
"ENSMUSG00000035713",5288,0.547844175491679
"ENSMUSG00000022508",6700,0.49910447761194
"ENSMUSG00000097216",4716,0.383375742154368
"ENSMUSG00000072774",4730,0.416913319238901
"ENSMUSG00000056698",3560,0.48876404494382
"ENSMUSG00000000202",3187,0.533417006589269
"ENSMUSG00000025525",3486,0.397590361445783
"ENSMUSG00000028902",2785,0.477917414721723
"ENSMUSG00000110279",778,0.562982005141388
"ENSMUSG00000081887",1414,0.454738330975955
"ENSMUSG00000111356",399,0.526315789473684
"ENSMUSG00000040009",3612,0.549280177187154
"ENSMUSG00000037627",5664,0.423728813559322
"ENSMUSG00000105542",474,0.485232067510549
"ENSMUSG00000118087",1764,0.59750566893424
"ENSMUSG00000041341",13456,0.457862663495838
"ENSMUSG00000092569",690,0.621739130434783
"ENSMUSG00000070871",3456,0.471064814814815
"ENSMUSG00000089857",3569,0.424768842813113
"ENSMUSG00000029088",3627,0.431210366694238
"ENSMUSG00000026172",2192,0.509580291970803
"ENSMUSG00000078889",3438,0.445898778359511
"ENSMUSG00000025815",6333,0.446391915363966
"ENSMUSG00000004630",1828,0.516958424507659
"ENSMUSG00000015749",3566,0.444475602916433
"ENSMUSG00000030528",8777,0.415631764839923
"ENSMUSG00000028104",1597,0.471509079524108
"ENSMUSG00000078671",14300,0.412167832167832
"ENSMUSG00000036323",5717,0.434493615532622
"ENSMUSG00000000686",3035,0.564415156507414
"ENSMUSG00000039509",7029,0.459382557974107
"ENSMUSG00000051029",1926,0.428348909657321
"ENSMUSG00000015013",1950,0.55025641025641
"ENSMUSG00000111361",1694,0.381345926800472
"ENSMUSG00000040907",5958,0.525679758308157
"ENSMUSG00000035273",3516,0.474118316268487
"ENSMUSG00000039187",5774,0.470384482161413
"ENSMUSG00000074578",1901,0.480799579168859
"ENSMUSG00000097282",2481,0.476420798065296
"ENSMUSG00000029309",2937,0.448076268300987
"ENSMUSG00000054263",10776,0.455549368968077
"ENSMUSG00000027599",3673,0.461747890008168
"ENSMUSG00000031387",2494,0.462309542902967
"ENSMUSG00000018907",2826,0.500353857041755
"ENSMUSG00000031166",5277,0.488535152548797
"ENSMUSG00000034098",9264,0.375539723661485
"ENSMUSG00000027167",3318,0.42706449668475
"ENSMUSG00000086288",974,0.47741273100616
"ENSMUSG00000054074",4927,0.40552060077126
"ENSMUSG00000032754",3463,0.561940514005198
"ENSMUSG00000007338",1876,0.473347547974414
"ENSMUSG00000029290",7217,0.388665650547319
"ENSMUSG00000033540",4204,0.53663177925785
"ENSMUSG00000030699",1804,0.585920177383592
"ENSMUSG00000026527",6019,0.442100016614056
"ENSMUSG00000039179",1807,0.55229662423907
"ENSMUSG00000039047",9495,0.467193259610321
"ENSMUSG00000046110",4606,0.471993052540165
"ENSMUSG00000014748",4088,0.537426614481409
"ENSMUSG00000017776",4730,0.4446088794926
"ENSMUSG00000025531",6780,0.367256637168142
"ENSMUSG00000048617",3393,0.501620984379605
"ENSMUSG00000028470",1540,0.544155844155844
"ENSMUSG00000054146",1767,0.536502546689304
"ENSMUSG00000036273",11834,0.439918877809701
"ENSMUSG00000095217",381,0.627296587926509
"ENSMUSG00000036053",5636,0.443044712562101
"ENSMUSG00000062933",490,0.5
"ENSMUSG00000103183",4105,0.469671132764921
"ENSMUSG00000029086",7175,0.456864111498258
"ENSMUSG00000044475",2193,0.502051983584131
"ENSMUSG00000061353",8176,0.492049902152642
"ENSMUSG00000035390",4100,0.575853658536585
"ENSMUSG00000051355",5936,0.455525606469003
"ENSMUSG00000079555",3871,0.365796951692069
"ENSMUSG00000025757",11501,0.393183201460743
"ENSMUSG00000097929",6157,0.527529641058957
"ENSMUSG00000023348",2429,0.546315356113627
"ENSMUSG00000042851",5668,0.426958362738179
"ENSMUSG00000060090",5141,0.369772417817545
"ENSMUSG00000020072",2480,0.503225806451613
"ENSMUSG00000053483",4756,0.526703111858705
"ENSMUSG00000031107",1872,0.455662393162393
"ENSMUSG00000019917",3110,0.457556270096463
"ENSMUSG00000055065",7643,0.437917048279471
"ENSMUSG00000019978",11843,0.445157476990627
"ENSMUSG00000020135",11281,0.603581242797624
"ENSMUSG00000024519",1941,0.421432251416795
"ENSMUSG00000097727",5327,0.48545147362493
"ENSMUSG00000039233",4540,0.420925110132159
"ENSMUSG00000046182",3923,0.567167983685955
"ENSMUSG00000027893",6690,0.432137518684604
"ENSMUSG00000029020",5194,0.488833269156719
"ENSMUSG00000108801",1169,0.460222412318221
"ENSMUSG00000020076",10129,0.386020337644387
"ENSMUSG00000018931",4247,0.524370143630798
"ENSMUSG00000003581",2232,0.567652329749104
"ENSMUSG00000039680",1533,0.532941943900848
"ENSMUSG00000056752",15949,0.432064706251176
"ENSMUSG00000035293",7886,0.378772508242455
"ENSMUSG00000001802",4700,0.552765957446808
"ENSMUSG00000024425",6331,0.427578581582688
"ENSMUSG00000046658",7526,0.543449375498273
"ENSMUSG00000102298",569,0.537785588752197
"ENSMUSG00000031388",4132,0.508228460793804
"ENSMUSG00000022089",2187,0.518518518518518
"ENSMUSG00000037808",4667,0.390829226483823
"ENSMUSG00000056494",4708,0.39910790144435
"ENSMUSG00000037315",5209,0.425801497408332
"ENSMUSG00000113536",2101,0.49690623512613
"ENSMUSG00000030515",6741,0.44103248776146
"ENSMUSG00000004661",7976,0.471288866599799
"ENSMUSG00000042572",6197,0.512344682911086
"ENSMUSG00000094685",375,0.466666666666667
"ENSMUSG00000031134",4330,0.427251732101617
"ENSMUSG00000019731",4470,0.51923937360179
"ENSMUSG00000030966",3714,0.45718901453958
"ENSMUSG00000020897",2946,0.518329938900204
"ENSMUSG00000031519",2262,0.450928381962865
"ENSMUSG00000020185",9009,0.479520479520479
"ENSMUSG00000031788",5298,0.479614949037373
"ENSMUSG00000087651",3465,0.464646464646465
"ENSMUSG00000071064",11762,0.480190443802074
"ENSMUSG00000113651",1628,0.558968058968059
"ENSMUSG00000047842",4786,0.480359381529461
"ENSMUSG00000009575",9006,0.417721518987342
