"","SYMBOL","gene_id","length","gc","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID"
"ENSMUSG00000020656","Grhl1","ENSMUSG00000020656",5539,0.487994222783896,"grainyhead like transcription factor 1 [Source:MGI Symbol;Acc:MGI:2182540]","protein_coding","chromosome","195733"
"ENSMUSG00000035637","Grhpr","ENSMUSG00000035637",1603,0.583905177791641,"glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]","protein_coding","chromosome","76238"
"ENSMUSG00000020524","Gria1","ENSMUSG00000020524",6043,0.488499089856032,"glutamate receptor, ionotropic, AMPA1 (alpha 1) [Source:MGI Symbol;Acc:MGI:95808]","protein_coding","chromosome","14799"
"ENSMUSG00000033981","Gria2","ENSMUSG00000033981",15548,0.385258554154875,"glutamate receptor, ionotropic, AMPA2 (alpha 2) [Source:MGI Symbol;Acc:MGI:95809]","protein_coding","chromosome","14800"
"ENSMUSG00000001986","Gria3","ENSMUSG00000001986",9859,0.404402069175373,"glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]","protein_coding","chromosome","53623"
"ENSMUSG00000025892","Gria4","ENSMUSG00000025892",6305,0.426011102299762,"glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]","protein_coding","chromosome","14802"
"ENSMUSG00000041078","Grid1","ENSMUSG00000041078",5962,0.497819523649782,"glutamate receptor, ionotropic, delta 1 [Source:MGI Symbol;Acc:MGI:95812]","protein_coding","chromosome","14803"
"ENSMUSG00000071424","Grid2","ENSMUSG00000071424",19172,0.412059253077405,"glutamate receptor, ionotropic, delta 2 [Source:MGI Symbol;Acc:MGI:95813]","protein_coding","chromosome","14804"
"ENSMUSG00000036586","Grifin","ENSMUSG00000036586",613,0.577487765089723,"galectin-related inter-fiber protein [Source:MGI Symbol;Acc:MGI:1925248]","protein_coding","chromosome","77998"
"ENSMUSG00000022935","Grik1","ENSMUSG00000022935",6721,0.393840202350841,"glutamate receptor, ionotropic, kainate 1 [Source:MGI Symbol;Acc:MGI:95814]","protein_coding","chromosome","14805"
"ENSMUSG00000056073","Grik2","ENSMUSG00000056073",13246,0.382757058734712,"glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]","protein_coding","chromosome","14806"
"ENSMUSG00000001985","Grik3","ENSMUSG00000001985",8973,0.542404992756046,"glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]","protein_coding","chromosome","14807"
"ENSMUSG00000032017","Grik4","ENSMUSG00000032017",5962,0.533713518953371,"glutamate receptor, ionotropic, kainate 4 [Source:MGI Symbol;Acc:MGI:95817]","protein_coding","chromosome","110637"
"ENSMUSG00000003378","Grik5","ENSMUSG00000003378",5168,0.544117647058824,"glutamate receptor, ionotropic, kainate 5 (gamma 2) [Source:MGI Symbol;Acc:MGI:95818]","protein_coding","chromosome","14809"
"ENSMUSG00000026959","Grin1","ENSMUSG00000026959",9700,0.556185567010309,"glutamate receptor, ionotropic, NMDA1 (zeta 1) [Source:MGI Symbol;Acc:MGI:95819]","protein_coding","chromosome","14810"
"ENSMUSG00000059003","Grin2a","ENSMUSG00000059003",17933,0.48134723693749,"glutamate receptor, ionotropic, NMDA2A (epsilon 1) [Source:MGI Symbol;Acc:MGI:95820]","protein_coding","chromosome","14811"
"ENSMUSG00000030209","Grin2b","ENSMUSG00000030209",24842,0.459624828918767,"glutamate receptor, ionotropic, NMDA2B (epsilon 2) [Source:MGI Symbol;Acc:MGI:95821]","protein_coding","chromosome","14812"
"ENSMUSG00000020734","Grin2c","ENSMUSG00000020734",5037,0.593408775064522,"glutamate receptor, ionotropic, NMDA2C (epsilon 3) [Source:MGI Symbol;Acc:MGI:95822]","protein_coding","chromosome","14813"
"ENSMUSG00000002771","Grin2d","ENSMUSG00000002771",6658,0.475217783118053,"glutamate receptor, ionotropic, NMDA2D (epsilon 4) [Source:MGI Symbol;Acc:MGI:95823]","protein_coding","chromosome","14814"
"ENSMUSG00000039579","Grin3a","ENSMUSG00000039579",12275,0.427780040733198,"glutamate receptor ionotropic, NMDA3A [Source:MGI Symbol;Acc:MGI:1933206]","protein_coding","chromosome","242443"
"ENSMUSG00000022564","Grina","ENSMUSG00000022564",2067,0.591194968553459,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding) [Source:MGI Symbol;Acc:MGI:1913418]","protein_coding","chromosome","66168"
"ENSMUSG00000034813","Grip1","ENSMUSG00000034813",8780,0.499886104783599,"glutamate receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921303]","protein_coding","chromosome","74053"
"ENSMUSG00000030098","Grip2","ENSMUSG00000030098",9359,0.517256117106529,"glutamate receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:2681173]","protein_coding","chromosome","243547"
"ENSMUSG00000031153","Gripap1","ENSMUSG00000031153",5502,0.50181752090149,"GRIP1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1859616]","protein_coding","chromosome","54645"
"ENSMUSG00000031450","Grk1","ENSMUSG00000031450",8784,0.494421675774135,"G protein-coupled receptor kinase 1 [Source:MGI Symbol;Acc:MGI:1345146]","protein_coding","chromosome","24013"
"ENSMUSG00000024858","Grk2","ENSMUSG00000024858",4476,0.559428060768543,"G protein-coupled receptor kinase 2 [Source:MGI Symbol;Acc:MGI:87940]","protein_coding","chromosome","110355"
"ENSMUSG00000042249","Grk3","ENSMUSG00000042249",8693,0.502818359599678,"G protein-coupled receptor kinase 3 [Source:MGI Symbol;Acc:MGI:87941]","protein_coding","chromosome","320129"
"ENSMUSG00000052783","Grk4","ENSMUSG00000052783",4829,0.440878028577345,"G protein-coupled receptor kinase 4 [Source:MGI Symbol;Acc:MGI:95801]","protein_coding","chromosome","14772"
"ENSMUSG00000003228","Grk5","ENSMUSG00000003228",7055,0.47909284195606,"G protein-coupled receptor kinase 5 [Source:MGI Symbol;Acc:MGI:109161]","protein_coding","chromosome","14773"
"ENSMUSG00000074886","Grk6","ENSMUSG00000074886",4202,0.569966682532128,"G protein-coupled receptor kinase 6 [Source:MGI Symbol;Acc:MGI:1347078]","protein_coding","chromosome","26385"
"ENSMUSG00000019828","Grm1","ENSMUSG00000019828",7648,0.452405857740586,"glutamate receptor, metabotropic 1 [Source:MGI Symbol;Acc:MGI:1351338]","protein_coding","chromosome","14816"
"ENSMUSG00000023192","Grm2","ENSMUSG00000023192",4894,0.541275030649775,"glutamate receptor, metabotropic 2 [Source:MGI Symbol;Acc:MGI:1351339]","protein_coding","chromosome","108068"
"ENSMUSG00000063239","Grm4","ENSMUSG00000063239",5977,0.536724109084825,"glutamate receptor, metabotropic 4 [Source:MGI Symbol;Acc:MGI:1351341]","protein_coding","chromosome","268934"
"ENSMUSG00000049583","Grm5","ENSMUSG00000049583",10247,0.423148238508832,"glutamate receptor, metabotropic 5 [Source:MGI Symbol;Acc:MGI:1351342]","protein_coding","chromosome","108071"
"ENSMUSG00000000617","Grm6","ENSMUSG00000000617",5421,0.54215089466888,"glutamate receptor, metabotropic 6 [Source:MGI Symbol;Acc:MGI:1351343]","protein_coding","chromosome","108072"
"ENSMUSG00000056755","Grm7","ENSMUSG00000056755",5886,0.448521916411825,"glutamate receptor, metabotropic 7 [Source:MGI Symbol;Acc:MGI:1351344]","protein_coding","chromosome","108073"
"ENSMUSG00000024211","Grm8","ENSMUSG00000024211",9898,0.387856132552031,"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]","protein_coding","chromosome","14823"
"ENSMUSG00000034708","Grn","ENSMUSG00000034708",3474,0.547783534830167,"granulin [Source:MGI Symbol;Acc:MGI:95832]","protein_coding","chromosome","14824"
"ENSMUSG00000029198","Grpel1","ENSMUSG00000029198",3528,0.47250566893424,"GrpE-like 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1334417]","protein_coding","chromosome","17713"
"ENSMUSG00000024580","Grpel2","ENSMUSG00000024580",6759,0.448439118212753,"GrpE-like 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1334416]","protein_coding","chromosome","17714"
"ENSMUSG00000050105","Grrp1","ENSMUSG00000050105",1275,0.51921568627451,"glycine/arginine rich protein 1 [Source:MGI Symbol;Acc:MGI:1919940]","protein_coding","chromosome","72690"
"ENSMUSG00000044221","Grsf1","ENSMUSG00000044221",3036,0.487812911725955,"G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479]","protein_coding","chromosome","231413"
"ENSMUSG00000038515","Grtp1","ENSMUSG00000038515",4093,0.514048375274859,"GH regulated TBC protein 1 [Source:MGI Symbol;Acc:MGI:1914040]","protein_coding","chromosome","66790"
"ENSMUSG00000053801","Grwd1","ENSMUSG00000053801",2057,0.542051531356344,"glutamate-rich WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2141989]","protein_coding","chromosome","101612"
"ENSMUSG00000039934","Gsap","ENSMUSG00000039934",10425,0.428585131894484,"gamma-secretase activating protein [Source:MGI Symbol;Acc:MGI:2442259]","protein_coding","chromosome","212167"
"ENSMUSG00000022575","Gsdmd","ENSMUSG00000022575",2377,0.546487168700042,"gasdermin D [Source:MGI Symbol;Acc:MGI:1916396]","protein_coding","chromosome","69146"
"ENSMUSG00000029821","Gsdme","ENSMUSG00000029821",12742,0.455815413592843,"gasdermin E [Source:MGI Symbol;Acc:MGI:1889850]","protein_coding","chromosome","54722"
"ENSMUSG00000031822","Gse1","ENSMUSG00000031822",10351,0.607670756448652,"genetic suppressor element 1, coiled-coil protein [Source:MGI Symbol;Acc:MGI:1098275]","protein_coding","chromosome","382034"
"ENSMUSG00000030206","Gsg1","ENSMUSG00000030206",1586,0.476670870113493,"germ cell associated 1 [Source:MGI Symbol;Acc:MGI:1194499]","protein_coding","chromosome","14840"
"ENSMUSG00000046182","Gsg1l","ENSMUSG00000046182",3923,0.567167983685955,"GSG1-like [Source:MGI Symbol;Acc:MGI:2685483]","protein_coding","chromosome","269994"
"ENSMUSG00000057177","Gsk3a","ENSMUSG00000057177",2900,0.542068965517241,"glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]","protein_coding","chromosome","606496"
"ENSMUSG00000022812","Gsk3b","ENSMUSG00000022812",9831,0.452141186044146,"glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]","protein_coding","chromosome","56637"
"ENSMUSG00000044715","Gskip","ENSMUSG00000044715",4309,0.497563239730796,"GSK3B interacting protein [Source:MGI Symbol;Acc:MGI:1914037]","protein_coding","chromosome","66787"
"ENSMUSG00000026879","Gsn","ENSMUSG00000026879",3157,0.562876148242002,"gelsolin [Source:MGI Symbol;Acc:MGI:95851]","protein_coding","chromosome","227753"
"ENSMUSG00000062203","Gspt1","ENSMUSG00000062203",5428,0.448784082535004,"G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]","protein_coding","chromosome","14852"
"ENSMUSG00000071723","Gspt2","ENSMUSG00000071723",3781,0.467336683417085,"G1 to S phase transition 2 [Source:MGI Symbol;Acc:MGI:1316727]","protein_coding","chromosome","14853"
"ENSMUSG00000031584","Gsr","ENSMUSG00000031584",2754,0.5,"glutathione reductase [Source:MGI Symbol;Acc:MGI:95804]","protein_coding","chromosome","14782"
"ENSMUSG00000027610","Gss","ENSMUSG00000027610",5915,0.474049027895182,"glutathione synthetase [Source:MGI Symbol;Acc:MGI:95852]","protein_coding","chromosome","14854"
"ENSMUSG00000074183","Gsta1","ENSMUSG00000074183",956,0.471757322175732,"glutathione S-transferase, alpha 1 (Ya) [Source:MGI Symbol;Acc:MGI:1095417]","protein_coding","chromosome","14857"
"ENSMUSG00000057933","Gsta2","ENSMUSG00000057933",1177,0.404418011894647,"glutathione S-transferase, alpha 2 (Yc2) [Source:MGI Symbol;Acc:MGI:95863]","protein_coding","chromosome","14858"
"ENSMUSG00000025934","Gsta3","ENSMUSG00000025934",4344,0.41390423572744,"glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]","protein_coding","chromosome","14859"
"ENSMUSG00000032348","Gsta4","ENSMUSG00000032348",1266,0.484992101105845,"glutathione S-transferase, alpha 4 [Source:MGI Symbol;Acc:MGI:1309515]","protein_coding","chromosome","14860"
"ENSMUSG00000028018","Gstcd","ENSMUSG00000028018",5401,0.421958896500648,"glutathione S-transferase, C-terminal domain containing [Source:MGI Symbol;Acc:MGI:1914803]","protein_coding","chromosome","67553"
"ENSMUSG00000029864","Gstk1","ENSMUSG00000029864",1469,0.503063308373043,"glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513]","protein_coding","chromosome","76263"
"ENSMUSG00000058135","Gstm1","ENSMUSG00000058135",1473,0.527494908350306,"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]","protein_coding","chromosome","14862"
"ENSMUSG00000040562","Gstm2","ENSMUSG00000040562",1679,0.497915425848719,"glutathione S-transferase, mu 2 [Source:MGI Symbol;Acc:MGI:95861]","protein_coding","chromosome","14863"
"ENSMUSG00000107369","Gstm2-ps1","ENSMUSG00000107369",657,0.511415525114155,"glutathione S-transferase mu 2 (muscle), pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648223]","processed_pseudogene","chromosome","433943"
"ENSMUSG00000027890","Gstm4","ENSMUSG00000027890",1707,0.520796719390744,"glutathione S-transferase, mu 4 [Source:MGI Symbol;Acc:MGI:95862]","protein_coding","chromosome","14865"
"ENSMUSG00000004032","Gstm5","ENSMUSG00000004032",1278,0.512519561815336,"glutathione S-transferase, mu 5 [Source:MGI Symbol;Acc:MGI:1309466]","protein_coding","chromosome","14866"
"ENSMUSG00000068762","Gstm6","ENSMUSG00000068762",1989,0.508798391151332,"glutathione S-transferase, mu 6 [Source:MGI Symbol;Acc:MGI:1309467]","protein_coding","chromosome","14867"
"ENSMUSG00000004035","Gstm7","ENSMUSG00000004035",1601,0.536539662710806,"glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]","protein_coding","chromosome","68312"
"ENSMUSG00000025068","Gsto1","ENSMUSG00000025068",2023,0.499258526940188,"glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]","protein_coding","chromosome","14873"
"ENSMUSG00000025069","Gsto2","ENSMUSG00000025069",2349,0.496807151979566,"glutathione S-transferase omega 2 [Source:MGI Symbol;Acc:MGI:1915464]","protein_coding","chromosome","68214"
"ENSMUSG00000103653","Gstp-ps","ENSMUSG00000103653",631,0.551505546751189,"glutathione S-transferase, pi, pseudogene [Source:MGI Symbol;Acc:MGI:3782108]","processed_pseudogene","chromosome","100042625"
"ENSMUSG00000060803","Gstp1","ENSMUSG00000060803",1548,0.566537467700258,"glutathione S-transferase, pi 1 [Source:MGI Symbol;Acc:MGI:95865]","protein_coding","chromosome","14870"
"ENSMUSG00000038155","Gstp2","ENSMUSG00000038155",1113,0.454627133872417,"glutathione S-transferase, pi 2 [Source:MGI Symbol;Acc:MGI:95864]","protein_coding","chromosome","14869"
"ENSMUSG00000001663","Gstt1","ENSMUSG00000001663",1528,0.477748691099476,"glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]","protein_coding","chromosome","14871"
"ENSMUSG00000033318","Gstt2","ENSMUSG00000033318",4156,0.478344562078922,"glutathione S-transferase, theta 2 [Source:MGI Symbol;Acc:MGI:106188]","protein_coding","chromosome","14872"
"ENSMUSG00000001665","Gstt3","ENSMUSG00000001665",3842,0.502602811035919,"glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]","protein_coding","chromosome","103140"
"ENSMUSG00000021033","Gstz1","ENSMUSG00000021033",5088,0.492924528301887,"glutathione transferase zeta 1 (maleylacetoacetate isomerase) [Source:MGI Symbol;Acc:MGI:1341859]","protein_coding","chromosome","14874"
"ENSMUSG00000086429","Gt(ROSA)26Sor","ENSMUSG00000086429",1695,0.458997050147493,"gene trap ROSA 26, Philippe Soriano [Source:MGI Symbol;Acc:MGI:104735]","lncRNA","chromosome","14910"
"ENSMUSG00000036890","Gtdc1","ENSMUSG00000036890",7928,0.429364278506559,"glycosyltransferase-like domain containing 1 [Source:MGI Symbol;Acc:MGI:2444269]","protein_coding","chromosome","227835"
"ENSMUSG00000020962","Gtf2a1","ENSMUSG00000020962",6241,0.469476045505528,"general transcription factor II A, 1 [Source:MGI Symbol;Acc:MGI:1933277]","protein_coding","chromosome","83602"
"ENSMUSG00000033543","Gtf2a2","ENSMUSG00000033543",4047,0.411168766987892,"general transcription factor II A, 2 [Source:MGI Symbol;Acc:MGI:1933289]","protein_coding","chromosome","235459"
"ENSMUSG00000028271","Gtf2b","ENSMUSG00000028271",4589,0.435171061233384,"general transcription factor IIB [Source:MGI Symbol;Acc:MGI:2385191]","protein_coding","chromosome","229906"
"ENSMUSG00000022828","Gtf2e1","ENSMUSG00000022828",6285,0.425457438345267,"general transcription factor II E, polypeptide 1 (alpha subunit) [Source:MGI Symbol;Acc:MGI:1921447]","protein_coding","chromosome","74197"
"ENSMUSG00000031585","Gtf2e2","ENSMUSG00000031585",2348,0.496166950596252,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]","protein_coding","chromosome","68153"
"ENSMUSG00000002658","Gtf2f1","ENSMUSG00000002658",1717,0.511939429237041,"general transcription factor IIF, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1923848]","protein_coding","chromosome","98053"
"ENSMUSG00000067995","Gtf2f2","ENSMUSG00000067995",1467,0.479209270620314,"general transcription factor IIF, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1915955]","protein_coding","chromosome","68705"
"ENSMUSG00000006599","Gtf2h1","ENSMUSG00000006599",2984,0.446045576407507,"general transcription factor II H, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1277216]","protein_coding","chromosome","14884"
"ENSMUSG00000021639","Gtf2h2","ENSMUSG00000021639",4661,0.421154258742759,"general transcription factor II H, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1345669]","protein_coding","chromosome","23894"
"ENSMUSG00000029387","Gtf2h3","ENSMUSG00000029387",6311,0.480589446997306,"general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]","protein_coding","chromosome","209357"
"ENSMUSG00000001524","Gtf2h4","ENSMUSG00000001524",3313,0.52369453667371,"general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]","protein_coding","chromosome","14885"
"ENSMUSG00000034345","Gtf2h5","ENSMUSG00000034345",3855,0.414267185473411,"general transcription factor IIH, polypeptide 5 [Source:MGI Symbol;Acc:MGI:107227]","protein_coding","chromosome","66467"
"ENSMUSG00000060261","Gtf2i","ENSMUSG00000060261",10199,0.50083341504069,"general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722]","protein_coding","chromosome","14886"
"ENSMUSG00000023079","Gtf2ird1","ENSMUSG00000023079",7594,0.511588095865157,"general transcription factor II I repeat domain-containing 1 [Source:MGI Symbol;Acc:MGI:1861942]","protein_coding","chromosome","57080"
"ENSMUSG00000015942","Gtf2ird2","ENSMUSG00000015942",6200,0.548064516129032,"GTF2I repeat domain containing 2 [Source:MGI Symbol;Acc:MGI:2149780]","protein_coding","chromosome","114674"
"ENSMUSG00000016503","Gtf3a","ENSMUSG00000016503",2548,0.560047095761381,"general transcription factor III A [Source:MGI Symbol;Acc:MGI:1913846]","protein_coding","chromosome","66596"
"ENSMUSG00000032777","Gtf3c1","ENSMUSG00000032777",12018,0.490014977533699,"general transcription factor III C 1 [Source:MGI Symbol;Acc:MGI:107887]","protein_coding","chromosome","233863"
"ENSMUSG00000106864","Gtf3c2","ENSMUSG00000106864",6564,0.455819622181597,"general transcription factor IIIC, polypeptide 2, beta [Source:MGI Symbol;Acc:MGI:1919002]","protein_coding","chromosome","71752"
"ENSMUSG00000041303","Gtf3c3","ENSMUSG00000041303",4925,0.396142131979695,"general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]","protein_coding","chromosome","98488"
"ENSMUSG00000035666","Gtf3c4","ENSMUSG00000035666",7230,0.453388658367911,"general transcription factor IIIC, polypeptide 4 [Source:MGI Symbol;Acc:MGI:2138937]","protein_coding","chromosome","269252"
"ENSMUSG00000026816","Gtf3c5","ENSMUSG00000026816",4560,0.520614035087719,"general transcription factor IIIC, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1917489]","protein_coding","chromosome","70239"
"ENSMUSG00000019837","Gtf3c6","ENSMUSG00000019837",2799,0.483386923901393,"general transcription factor IIIC, polypeptide 6, alpha [Source:MGI Symbol;Acc:MGI:1914621]","protein_coding","chromosome","67371"
"ENSMUSG00000042535","Gtpbp1","ENSMUSG00000042535",4001,0.561359660084979,"GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443]","protein_coding","chromosome","14904"
"ENSMUSG00000040464","Gtpbp10","ENSMUSG00000040464",6830,0.416251830161054,"GTP-binding protein 10 (putative) [Source:MGI Symbol;Acc:MGI:2385599]","protein_coding","chromosome","207704"
"ENSMUSG00000023952","Gtpbp2","ENSMUSG00000023952",5305,0.545900094250707,"GTP binding protein 2 [Source:MGI Symbol;Acc:MGI:1860138]","protein_coding","chromosome","56055"
"ENSMUSG00000007610","Gtpbp3","ENSMUSG00000007610",3984,0.556726907630522,"GTP binding protein 3 [Source:MGI Symbol;Acc:MGI:1917609]","protein_coding","chromosome","70359"
"ENSMUSG00000021149","Gtpbp4","ENSMUSG00000021149",9566,0.426510558227054,"GTP binding protein 4 [Source:MGI Symbol;Acc:MGI:1916487]","protein_coding","chromosome","69237"
"ENSMUSG00000033434","Gtpbp6","ENSMUSG00000033434",2825,0.613097345132743,"GTP binding protein 6 (putative) [Source:MGI Symbol;Acc:MGI:1306825]","protein_coding","chromosome","107999"
"ENSMUSG00000022668","Gtpbp8","ENSMUSG00000022668",3527,0.425007088176921,"GTP-binding protein 8 (putative) [Source:MGI Symbol;Acc:MGI:1913317]","protein_coding","chromosome","66067"
"ENSMUSG00000022385","Gtse1","ENSMUSG00000022385",2742,0.544857768052516,"G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]","protein_coding","chromosome","29870"
"ENSMUSG00000023979","Guca1b","ENSMUSG00000023979",2441,0.532158951249488,"guanylate cyclase activator 1B [Source:MGI Symbol;Acc:MGI:1194489]","protein_coding","chromosome","107477"
"ENSMUSG00000033416","Gucd1","ENSMUSG00000033416",8206,0.469656349012917,"guanylyl cyclase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916028]","protein_coding","chromosome","68778"
"ENSMUSG00000033910","Gucy1a1","ENSMUSG00000033910",6968,0.422502870264064,"guanylate cyclase 1, soluble, alpha 1 [Source:MGI Symbol;Acc:MGI:1926562]","protein_coding","chromosome","60596"
"ENSMUSG00000041624","Gucy1a2","ENSMUSG00000041624",6650,0.39203007518797,"guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]","protein_coding","chromosome","234889"
"ENSMUSG00000028005","Gucy1b1","ENSMUSG00000028005",3927,0.425261013496308,"guanylate cyclase 1, soluble, beta 1 [Source:MGI Symbol;Acc:MGI:1860604]","protein_coding","chromosome","54195"
"ENSMUSG00000020890","Gucy2e","ENSMUSG00000020890",9197,0.527563335870393,"guanylate cyclase 2e [Source:MGI Symbol;Acc:MGI:105123]","protein_coding","chromosome","14919"
"ENSMUSG00000042282","Gucy2f","ENSMUSG00000042282",8122,0.41886234917508,"guanylate cyclase 2f [Source:MGI Symbol;Acc:MGI:105119]","protein_coding","chromosome","245650"
"ENSMUSG00000029208","Guf1","ENSMUSG00000029208",10372,0.386714230620902,"GUF1 homolog, GTPase [Source:MGI Symbol;Acc:MGI:2140726]","protein_coding","chromosome","231279"
"ENSMUSG00000020444","Guk1","ENSMUSG00000020444",1835,0.516076294277929,"guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]","protein_coding","chromosome","14923"
"ENSMUSG00000034450","Gulo","ENSMUSG00000034450",2263,0.498453380468405,"gulonolactone (L-) oxidase [Source:MGI Symbol;Acc:MGI:1353434]","protein_coding","chromosome","268756"
"ENSMUSG00000056870","Gulp1","ENSMUSG00000056870",3758,0.36774880255455,"GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]","protein_coding","chromosome","70676"
"ENSMUSG00000025534","Gusb","ENSMUSG00000025534",4548,0.497581354441513,"glucuronidase, beta [Source:MGI Symbol;Acc:MGI:95872]","protein_coding","chromosome","110006"
"ENSMUSG00000036197","Gxylt1","ENSMUSG00000036197",6722,0.452990181493603,"glucoside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684933]","protein_coding","chromosome","223827"
"ENSMUSG00000030074","Gxylt2","ENSMUSG00000030074",8510,0.45593419506463,"glucoside xylosyltransferase 2 [Source:MGI Symbol;Acc:MGI:2682940]","protein_coding","chromosome","232313"
"ENSMUSG00000019528","Gyg","ENSMUSG00000019528",2344,0.504692832764505,"glycogenin [Source:MGI Symbol;Acc:MGI:1351614]","protein_coding","chromosome","27357"
"ENSMUSG00000090523","Gypc","ENSMUSG00000090523",2331,0.501072501072501,"glycophorin C [Source:MGI Symbol;Acc:MGI:1098566]","protein_coding","chromosome","71683"
"ENSMUSG00000003865","Gys1","ENSMUSG00000003865",4789,0.538734600125287,"glycogen synthase 1, muscle [Source:MGI Symbol;Acc:MGI:101805]","protein_coding","chromosome","14936"
"ENSMUSG00000027439","Gzf1","ENSMUSG00000027439",4472,0.483228980322004,"GDNF-inducible zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1921783]","protein_coding","chromosome","74533"
"ENSMUSG00000054206","Gzmm","ENSMUSG00000054206",1472,0.550271739130435,"granzyme M (lymphocyte met-ase 1) [Source:MGI Symbol;Acc:MGI:99549]","protein_coding","chromosome","16904"
"ENSMUSG00000019188","H13","ENSMUSG00000019188",8884,0.536357496623143,"histocompatibility 13 [Source:MGI Symbol;Acc:MGI:95886]","protein_coding","chromosome","14950"
"ENSMUSG00000000031","H19","ENSMUSG00000000031",2460,0.553252032520325,"H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]","lncRNA","chromosome","14955"
"ENSMUSG00000096210","H1f0","ENSMUSG00000096210",2055,0.520681265206813,"H1 histone family, member 0 [Source:MGI Symbol;Acc:MGI:95893]","protein_coding","chromosome","14958"
"ENSMUSG00000042279","H1foo","ENSMUSG00000042279",1201,0.541215653621982,"H1 histone family, member O, oocyte-specific [Source:MGI Symbol;Acc:MGI:2176207]","protein_coding","chromosome",NA
"ENSMUSG00000044927","H1fx","ENSMUSG00000044927",1217,0.713229252259655,"H1 histone family, member X [Source:MGI Symbol;Acc:MGI:2685307]","protein_coding","chromosome",NA
"ENSMUSG00000036594","H2-Aa","ENSMUSG00000036594",3798,0.468667719852554,"histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]","protein_coding","chromosome","14960"
"ENSMUSG00000073421","H2-Ab1","ENSMUSG00000073421",2568,0.554517133956386,"histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]","protein_coding","chromosome","14961"
"ENSMUSG00000073411","H2-D1","ENSMUSG00000073411",2579,0.534703373400543,"histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]","protein_coding","chromosome","14964"
"ENSMUSG00000037649","H2-DMa","ENSMUSG00000037649",3448,0.563805104408353,"histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]","protein_coding","chromosome","14998"
